time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453400000	12.2371	11.4291	0	0	0	lidar	1.39612e-309	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	12.2371	11.4291	0	0	0	radar	6.95323e-310	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	12.1274	11.4632	0	0	0	lidar	1.39612e-309	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	12.1274	11.4632	0	0	0	radar	6.95323e-310	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	12.02	11.4938	0	0	0	lidar	1.39612e-309	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	12.02	11.4938	0	0	0	radar	6.95323e-310	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	11.91	11.5191	0	0	0	lidar	1.39612e-309	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	11.91	11.5191	0	0	0	radar	6.95323e-310	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	11.804	11.5392	0	0	0	lidar	1.39612e-309	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	11.804	11.5392	0	0	0	radar	6.95323e-310	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	11.694	11.5552	0	0	0	lidar	1.39612e-309	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	11.694	11.5552	0	0	0	radar	6.95323e-310	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	11.5882	11.5677	0	0	0	lidar	1.39612e-309	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	11.5882	11.5677	0	0	0	radar	6.95323e-310	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	11.4795	11.5748	0	0	0	lidar	1.39612e-309	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	11.4795	11.5748	0	0	0	radar	6.95323e-310	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	11.3718	11.579	0	0	0	lidar	1.39612e-309	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	11.3718	11.579	0	0	0	radar	6.95323e-310	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	11.2608	11.5774	0	0	0	lidar	1.39612e-309	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	11.2608	11.5774	0	0	0	radar	6.95323e-310	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	11.1499	11.5727	0	0	0	lidar	1.39612e-309	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	11.1499	11.5727	0	0	0	radar	6.95323e-310	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	11.0399	11.5627	0	0	0	lidar	1.39612e-309	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	11.0399	11.5627	0	0	0	radar	6.95323e-310	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	10.9308	11.5512	0	0	0	lidar	1.39612e-309	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	10.9308	11.5512	0	0	0	radar	6.95323e-310	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	10.8226	11.5355	0	0	0	lidar	1.39612e-309	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	10.8226	11.5355	0	0	0	radar	6.95323e-310	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	10.7144	11.5121	0	0	0	lidar	1.39612e-309	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	10.7144	11.5121	0	0	0	radar	6.95323e-310	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	10.6061	11.4871	0	0	0	lidar	1.39612e-309	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	10.6061	11.4871	0	0	0	radar	6.95323e-310	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	10.4993	11.4594	0	0	0	lidar	1.39612e-309	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	10.4993	11.4594	0	0	0	radar	6.95323e-310	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	10.3911	11.4275	0	0	0	lidar	1.39612e-309	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	10.3911	11.4275	0	0	0	radar	6.95323e-310	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	10.283	11.3917	0	0	0	lidar	1.39612e-309	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	10.283	11.3917	0	0	0	radar	6.95323e-310	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	10.1771	11.355	0	0	0	lidar	1.39612e-309	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	10.1771	11.355	0	0	0	radar	6.95323e-310	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	10.0716	11.3137	0	0	0	lidar	1.39612e-309	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	10.0716	11.3137	0	0	0	radar	6.95323e-310	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	9.96564	11.2674	0	0	0	lidar	1.39612e-309	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	9.96564	11.2674	0	0	0	radar	6.95323e-310	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	9.85934	11.2185	0	0	0	lidar	1.39612e-309	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	9.85934	11.2185	0	0	0	radar	6.95323e-310	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	9.75263	11.1658	0	0	0	lidar	1.39612e-309	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	9.75263	11.1658	0	0	0	radar	6.95323e-310	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	9.64519	11.1102	0	0	0	lidar	1.39612e-309	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	9.64519	11.1102	0	0	0	radar	6.95323e-310	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	9.54036	11.0531	0	0	0	lidar	1.39612e-309	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	9.54036	11.0531	0	0	0	radar	6.95323e-310	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	9.43506	10.9929	0	0	0	lidar	1.39612e-309	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	9.43506	10.9929	0	0	0	radar	6.95323e-310	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	9.33004	10.9285	0	0	0	lidar	1.39612e-309	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	9.33004	10.9285	0	0	0	radar	6.95323e-310	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	9.22444	10.8615	0	0	0	lidar	1.39612e-309	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	9.22444	10.8615	0	0	0	radar	6.95323e-310	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	9.11849	10.7914	0	0	0	lidar	1.39612e-309	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	9.11849	10.7914	0	0	0	radar	6.95323e-310	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	9.01563	10.7205	0	0	0	lidar	1.39612e-309	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	9.01563	10.7205	0	0	0	radar	6.95323e-310	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	8.9129	10.6472	0	0	0	lidar	1.39612e-309	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	8.9129	10.6472	0	0	0	radar	6.95323e-310	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	8.80971	10.5708	0	0	0	lidar	1.39612e-309	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	8.80971	10.5708	0	0	0	radar	6.95323e-310	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	8.70674	10.4921	0	0	0	lidar	1.39612e-309	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	8.70674	10.4921	0	0	0	radar	6.95323e-310	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	8.60125	10.4129	0	0	0	lidar	1.39612e-309	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	8.60125	10.4129	0	0	0	radar	6.95323e-310	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	8.49709	10.3288	0	0	0	lidar	1.39612e-309	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	8.49709	10.3288	0	0	0	radar	6.95323e-310	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	8.39161	10.2443	0	0	0	lidar	1.39612e-309	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	8.39161	10.2443	0	0	0	radar	6.95323e-310	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	8.28715	10.1565	0	0	0	lidar	1.39612e-309	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	8.28715	10.1565	0	0	0	radar	6.95323e-310	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	8.18097	10.0678	0	0	0	lidar	1.39612e-309	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	8.18097	10.0678	0	0	0	radar	6.95323e-310	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	8.07622	9.9757	0	0	0	lidar	1.39612e-309	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	8.07622	9.9757	0	0	0	radar	6.95323e-310	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	7.9707	9.88377	0	0	0	lidar	1.39612e-309	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	7.9707	9.88377	0	0	0	radar	6.95323e-310	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	7.86409	9.79155	0	0	0	lidar	1.39612e-309	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	7.86409	9.79155	0	0	0	radar	6.95323e-310	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	7.75627	9.69506	0	0	0	lidar	1.39612e-309	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	7.75627	9.69506	0	0	0	radar	6.95323e-310	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	7.64757	9.59648	0	0	0	lidar	1.39612e-309	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	7.64757	9.59648	0	0	0	radar	6.95323e-310	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	7.53959	9.49715	0	0	0	lidar	1.39612e-309	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	7.53959	9.49715	0	0	0	radar	6.95323e-310	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	7.42918	9.3964	0	0	0	lidar	1.39612e-309	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	7.42918	9.3964	0	0	0	radar	6.95323e-310	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	7.31944	9.29509	0	0	0	lidar	1.39612e-309	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	7.31944	9.29509	0	0	0	radar	6.95323e-310	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	7.20934	9.19498	0	0	0	lidar	1.39612e-309	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	7.20934	9.19498	0	0	0	radar	6.95323e-310	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	7.0986	9.09135	0	0	0	lidar	1.39612e-309	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	7.0986	9.09135	0	0	0	radar	6.95323e-310	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	6.98539	8.98727	0	0	0	lidar	1.39612e-309	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	6.98539	8.98727	0	0	0	radar	6.95323e-310	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	6.87017	8.88158	0	0	0	lidar	1.39612e-309	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	6.87017	8.88158	0	0	0	radar	6.95323e-310	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	6.75346	8.77546	0	0	0	lidar	1.39612e-309	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	6.75346	8.77546	0	0	0	radar	6.95323e-310	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	6.63908	8.67001	0	0	0	lidar	1.39612e-309	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	6.63908	8.67001	0	0	0	radar	6.95323e-310	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	6.52339	8.56498	0	0	0	lidar	1.39612e-309	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	6.52339	8.56498	0	0	0	radar	6.95323e-310	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	6.4056	8.45959	0	0	0	lidar	1.39612e-309	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	6.4056	8.45959	0	0	0	radar	6.95323e-310	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	6.28719	8.35446	0	0	0	lidar	1.39612e-309	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	6.28719	8.35446	0	0	0	radar	6.95323e-310	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	6.16485	8.24822	0	0	0	lidar	1.39612e-309	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	6.16485	8.24822	0	0	0	radar	6.95323e-310	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	6.04344	8.14374	0	0	0	lidar	1.39612e-309	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	6.04344	8.14374	0	0	0	radar	6.95323e-310	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	5.91976	8.03797	0	0	0	lidar	1.39612e-309	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	5.91976	8.03797	0	0	0	radar	6.95323e-310	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	5.79495	7.93231	0	0	0	lidar	1.39612e-309	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	5.79495	7.93231	0	0	0	radar	6.95323e-310	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	5.66779	7.82881	0	0	0	lidar	1.39612e-309	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	5.66779	7.82881	0	0	0	radar	6.95323e-310	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	5.5385	7.72339	0	0	0	lidar	1.39612e-309	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	5.5385	7.72339	0	0	0	radar	6.95323e-310	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	5.40825	7.61906	0	0	0	lidar	1.39612e-309	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	5.40825	7.61906	0	0	0	radar	6.95323e-310	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	5.27754	7.51734	0	0	0	lidar	1.39612e-309	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	5.27754	7.51734	0	0	0	radar	6.95323e-310	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	5.14428	7.41647	0	0	0	lidar	1.39612e-309	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	5.14428	7.41647	0	0	0	radar	6.95323e-310	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	5.01004	7.31594	0	0	0	lidar	1.39612e-309	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	5.01
