time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010443900000	5.28679	0.660628	5.26773	0.0127717	-0.0364588	lidar	2.85472	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
1477010443950000	5.54484	0.668044	5.28197	0.0160705	-0.0262385	radar	1.55853	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
1477010444000000	5.84003	0.682084	5.31832	0.0207093	-0.0156443	lidar	1.77406	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
1477010444050000	6.08532	0.606259	5.26681	-0.0371067	-0.11141	radar	3.99756	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
1477010444100000	6.34306	0.719429	5.25099	0.0383958	0.0166884	lidar	3.60027	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
1477010444150000	6.59485	0.750717	5.2189	0.0520115	0.0354751	radar	0.696181	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
1477010444200000	6.84483	0.747929	5.2081	0.0440271	0.0210318	lidar	0.278237	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
1477010444250000	7.09102	0.729939	5.14737	0.0262158	-0.00815923	radar	3.58003	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
1477010444300000	7.31456	0.814722	5.10773	0.0717633	0.0569486	lidar	3.05403	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
1477010444350000	7.60305	0.826707	5.17694	0.070392	0.0515648	radar	3.98772	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
1477010444400000	7.85466	0.803498	5.16941	0.0501749	0.020367	lidar	0.59405	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.10652	0.82068	5.12897	0.0525129	0.0206301	radar	2.65992	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.3459	0.837981	5.11044	0.0560937	0.0241942	lidar	0.49746	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.61074	0.928715	5.16397	0.0985593	0.0812975	radar	6.59626	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.84858	0.988023	5.14415	0.120831	0.105841	lidar	0.803805	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.13507	1.02725	5.18818	0.12866	0.108728	radar	6.66125	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.37293	1.05976	5.16647	0.134264	0.109249	lidar	0.713482	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.64917	1.13399	5.20588	0.158596	0.133994	radar	4.45117	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.91953	1.26384	5.23214	0.209383	0.192489	lidar	3.00453	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1692	1.35897	5.19959	0.241494	0.225258	radar	4.59864	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.3956	1.43963	5.17395	0.263327	0.24001	lidar	1.14822	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6296	1.53268	5.11798	0.29279	0.268928	radar	4.17129	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8585	1.56019	5.08929	0.283725	0.239707	lidar	1.54753	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1222	1.61236	5.11491	0.282595	0.220593	radar	1.86282	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.4009	1.65306	5.14378	0.27409	0.193788	lidar	1.93974	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6337	1.71397	5.10814	0.281858	0.193551	radar	1.0345	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8654	1.77625	5.09076	0.288121	0.189388	lidar	0.436877	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1183	1.86686	5.12677	0.303269	0.1942	radar	1.2433	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3631	1.89074	5.1091	0.286278	0.159134	lidar	0.837932	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6175	1.94964	5.13605	0.284144	0.143019	radar	0.975075	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8173	2.08722	5.10869	0.329015	0.193225	lidar	3.30229	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.08	2.19218	5.17334	0.342535	0.192431	radar	3.55965	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2823	2.33534	5.15064	0.3846	0.235469	lidar	2.44202	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4641	2.49139	5.07739	0.438505	0.299737	radar	10.6657	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7127	2.6017	5.09956	0.450867	0.295762	lidar	0.809619	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9322	2.71922	5.08569	0.47081	0.304593	radar	0.202499	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1596	2.86933	5.10457	0.501301	0.323876	lidar	0.462772	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4082	2.97398	5.14827	0.497213	0.288243	radar	1.64324	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6179	3.04395	5.1025	0.489521	0.261091	lidar	2.34993	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8469	3.1945	5.14497	0.51073	0.264969	radar	3.8429	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0516	3.38646	5.16454	0.557024	0.307069	lidar	1.03933	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2618	3.55541	5.16346	0.591248	0.33595	radar	2.41539	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4738	3.7402	5.18804	0.62549	0.357588	lidar	0.617662	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6863	3.87443	5.1796	0.633841	0.345284	radar	0.999109	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9088	4.01435	5.18411	0.641085	0.332314	lidar	0.27396	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1039	4.18302	5.15977	0.67277	0.362237	radar	1.73752	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3012	4.37522	5.17958	0.703807	0.378009	lidar	0.345668	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5113	4.53805	5.19225	0.714753	0.365211	radar	0.688355	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6909	4.7059	5.17627	0.735231	0.36862	lidar	0.444955	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8414	4.912	5.12575	0.792685	0.442452	radar	4.57558	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0061	5.13305	5.14584	0.83234	0.463847	lidar	0.408437	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1748	5.3107	5.12419	0.854548	0.46876	radar	1.82674	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3368	5.48888	5.10622	0.873006	0.46332	lidar	0.274251	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.491	5.66826	5.07349	0.897683	0.474498	radar	3.41965	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6898	5.78818	5.03042	0.880839	0.425934	lidar	2.35733	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.829	5.99568	5.01045	0.921251	0.463669	radar	1.17873	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0068	6.17779	5.0126	0.928994	0.44436	lidar	0.79761	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1536	6.38985	5.02139	0.95502	0.449289	radar	0.593134	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2763	6.62015	5.0325	0.991493	0.466203	lidar	0.331248	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4053	6.83915	5.03165	1.02184	0.479039	radar	0.206421	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5579	6.97581	4.9633	1.01411	0.442912	lidar	2.8213	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7065	7.18273	4.9802	1.0213	0.414323	radar	0.595254	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9088	7.31679	4.93859	0.993534	0.356597	lidar	4.50474	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.9918	7.53207	4.89593	1.04359	0.416185	radar	4.33528	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0841	7.78447	4.92356	1.08554	0.441203	lidar	0.773928	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2034	7.99514	4.92124	1.10076	0.429886	radar	0.343265	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2841	8.20714	4.89725	1.13033	0.440524	lidar	1.52237	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3822	8.42067	4.89297	1.1455	0.42352	radar	2.3789	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4798	8.57087	4.80862	1.14911	0.405423	lidar	4.73297	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5676	8.78584	4.79318	1.17564	0.420029	radar	0.683713	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.734	8.95361	4.76395	1.15515	0.371299	lidar	4.48484	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.803	9.18153	4.75232	1.1943	0.409604	radar	1.03898	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9371	9.39676	4.76481	1.19431	0.384643	lidar	2.79624	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9768	9.62741	4.73895	1.24779	0.448225	radar	2.79679	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0668	9.85798	4.75167	1.26438	0.440838	lidar	0.560914	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1262	10.1056	4.77879	1.28893	0.434908	radar	6.94801	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1756	10.3679	4.81317	1.3225	0.447698	lidar	0.60677	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1882	10.6083	4.79758	1.37538	0.501709	radar	2.8645	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2485	10.8717	4.83588	1.39823	0.497542	lidar	1.79183	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2779	11.1257	4.85624	1.42503	0.492673	radar	4.83581	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3125	11.3618	4.85143	1.44807	0.491041	lidar	0.011755	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2541	11.6143	4.83411	1.53327	0.599786	radar	10.3486	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.327	11.8516	4.83769	1.53533	0.567469	lidar	4.87297	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3551	12.0855	4.84049	1.53412	0.502911	radar	3.8901	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3436	12.3643	4.88603	1.56928	0.511912	lidar	1.02354	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2917	12.6047	4.8703	1.63254	0.584323	radar	3.04357	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3169	12.8436	4.86557	1.64393	0.564409	lidar	1.90951	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3037	13.0771	4.85355	1.67042	0.566206	radar	2.11195	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2672	13.2928	4.82217	1.70145	0.570935	lidar	1.08693	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2286	13.5284	4.82096	1.72608	0.557751	radar	1.32713	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2097	13.7831	4.83993	1.7455	0.547266	lidar	1.28332	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1527	14.0123	4.82964	1.78328	0.569038	radar	0.826961	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0988	14.2635	4.84998	1.81133	0.567535	lidar	0.316626	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0269	14.493	4.84665	1.84212	0.567115	radar	1.3815	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9201	14.7424	4.87835	1.8847	0.581321	lidar	1.16301	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8536	14.9625	4.86243	1.89934	0.548735	radar	3.4333	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8221	15.1832	4.836	1.90834	0.529737	lidar	2.21156	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.6871	15.3935	4.82907	1.99142	0.653722	radar	7.67214	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6541	15.5878	4.77189	2.00038	0.630347	lidar	3.8642	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5591	15.7961	4.76011	2.02548	0.616654	radar	1.43148	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.456	16.0075	4.75725	2.05467	0.614992	lidar	0.0197956	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3543	16.218	4.75275	2.06708	0.571453	radar	1.92579	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2438	16.3969	4.71627	2.09731	0.575154	lidar	0.851954	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1243	16.5955	4.7114	2.1269	0.578077	radar	0.298011	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	18.9967	16.8017	4.72108	2.15475	0.576437	lidar	0.0758973	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8392	16.9925	4.73437	2.21754	0.655866	radar	6.29381	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.671	17.219	4.79414	2.2511	0.65372	lidar	1.68731	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5683	17.4267	4.77769	2.22878	0.536041	radar	6.24391	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3591	17.6128	4.81847	2.27534	0.555482	lidar	3.78545	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2225	17.8054	4.81093	2.27546	0.493649	radar	2.23122	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0912	17.9929	4.79816	2.29057	0.483881	lidar	0.901296	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9142	18.1476	4.78813	2.33696	0.529447	radar	2.12338	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7798	18.2947	4.73764	2.35839	0.526117	lidar	1.18248	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6447	18.4778	4.72661	2.36459	0.494871	radar	6.62198	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4547	18.6555	4.75711	2.39165	0.496156	lidar	0.414824	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2723	18.7973	4.74636	2.42884	0.52091	radar	1.83858	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1096	18.9358	4.71629	2.45324	0.520266	lidar	0.39232	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9422	19.1062	4.72215	2.4645	0.496445	radar	2.97549	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7265	19.2206	4.72027	2.50541	0.513999	lidar	2.74347	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5371	19.3729	4.73312	2.53021	0.51886	radar	3.22116	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3172	19.5296	4.77729	2.55572	0.516692	lidar	0.830833	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0931	19.613	4.76362	2.60925	0.56276	radar	10.1137	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8896	19.7553	4.78103	2.6295	0.553517	lidar	0.770314	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6998	19.8818	4.76185	2.63164	0.495893	radar	3.17029	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4738	20.0317	4.8082	2.64896	0.485862	lidar	1.37451	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2647	20.1719	4.82518	2.65978	0.464302	radar	5.66335	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0747	20.3056	4.81744	2.67031	0.450871	lidar	1.78601	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8447	20.3871	4.81682	2.70995	0.480346	radar	2.20442	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6293	20.5066	4.82744	2.72625	0.471658	lidar	0.630064	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3946	20.5919	4.84008	2.76476	0.504307	radar	1.3437	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1484	20.6659	4.85446	2.79746	0.51193	lidar	0.778579	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.913	20.7361	4.86028	2.83436	0.537211	radar	0.367357	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6414	20.7981	4.89978	2.87	0.545315	lidar	1.88933	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3951	20.8276	4.90301	2.92614	0.605484	radar	2.23315	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1471	20.8692	4.9083	2.95991	0.609067	lidar	0.16799	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.9165	20.9279	4.90232	2.98022	0.593886	radar	1.78408	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.71	20.9747	4.86479	3.00226	0.587262	lidar	1.79749	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4602	21.0144	4.88067	3.03003	0.586744	radar	2.60472	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2127	21.0519	4.89237	3.05462	0.580958	lidar	0.189207	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9747	21.0715	4.88902	3.08573	0.589115	radar	0.90869	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.729	21.043	4.87719	3.12987	0.60592	lidar	1.8156	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4827	21.0295	4.87601	3.16478	0.610462	radar	1.05858	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2621	21.0244	4.8486	3.19298	0.609202	lidar	0.650721	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0094	20.9856	4.85649	3.23229	0.618247	radar	4.11068	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7943	20.9486	4.82108	3.26754	0.624871	lidar	0.552998	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5451	20.9498	4.81866	3.26762	0.559416	radar	5.72883	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2694	20.9769	4.87453	3.27061	0.528309	lidar	3.43961	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.03	20.9588	4.87249	3.28886	0.516308	radar	1.01217	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.82989	20.9218	4.82159	3.31561	0.519538	lidar	1.68231	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.59153	20.9159	4.8052	3.30919	0.454426	radar	2.20063	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.39388	20.8651	4.75593	3.33733	0.462396	lidar	1.18922	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.16925	20.8244	4.74813	3.35941	0.464471	radar	1.51673	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.88571	20.7914	4.81454	3.37054	0.44863	lidar	1.975	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.66806	20.712	4.79883	3.40626	0.469479	radar	4.54309	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.39895	20.627	4.84879	3.43423	0.473032	lidar	2.71629	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.17023	20.5464	4.85126	3.46491	0.487045	radar	0.133563	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.93005	20.4664	4.86557	3.48819	0.485383	lidar	0.120608	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71403	20.3792	4.86454	3.52396	0.514679	radar	3.54537	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.41524	20.3209	4.95155	3.52642	0.485282	lidar	3.56714	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.18495	20.2236	4.95222	3.54937	0.480839	radar	0.216657	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.92311	20.1417	4.99244	3.56085	0.46518	lidar	0.811174	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.69831	20.0497	4.98298	3.57679	0.452138	radar	0.426688	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.45047	19.9596	5.00686	3.58904	0.439557	lidar	0.402028	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.23358	19.8654	4.99421	3.60689	0.436728	radar	2.77483	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.97233	19.7733	5.03523	3.61354	0.418183	lidar	0.946513	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.74891	19.6254	5.06251	3.65715	0.462402	radar	2.12015	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.56449	19.5035	5.01952	3.68475	0.468707	lidar	1.14898	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.36431	19.3535	5.01479	3.71967	0.486052	radar	1.72627	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.14773	19.2527	5.00887	3.72832	0.468178	lidar	1.88782	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.95144	19.1416	4.96872	3.73467	0.434841	radar	4.58583	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78375	18.9899	4.93117	3.76849	0.450076	lidar	0.697833	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57749	18.8395	4.95248	3.79576	0.464163	radar	1.46991	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39667	18.7074	4.92643	3.81509	0.460428	lidar	1.1014	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.20998	18.5661	4.89877	3.82587	0.433032	radar	1.39472	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07993	18.4088	4.83492	3.86294	0.453362	lidar	2.18402	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90152	18.235	4.87754	3.90801	0.508319	radar	7.04132	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
